编号,名称,规格,单位,单价,含量,主材标记,材料号,材料类别,是否有明细,,,
6B-41,碳钢焊丝,,kg,0.08,0.136,,,2,,,,
6B-41,氧气,,m3,0.541,1.219,,,2,,,,
6B-41,乙炔气,,kg,0.18,0.407,,,2,,,,
6B-41,氩气,,m3,0.223,0.382,,,2,,,,
6B-41,铈钨棒,,g,0.446,0.764,,,2,,,,
6B-41,尼龙砂轮片φ100,,片,0.167,0.365,,,2,,,,
6B-41,电,,kW·h,0.236,0.556,,,2,,,,
6B-41,其他材料,,%,1,1,,,2,,,,
6B-41,电焊机综合,,台班,0.187,0.444,,,3,,,,
6B-41,氩弧焊机电流500A,,台班,0.117,0.2,,,3,,,,
6B-41,半自动切割机厚度100mm,,台班,0.056,0.113,,,3,,,,
6B-41,汽车式起重机提升质量8t,,台班,0.01,0.027,,,3,,,,
6B-41,吊装机综合,,台班,0.077,0.137,,,3,,,,
6B-41,载重汽车装载质量8t,,台班,0.01,0.027,,,3,,,,
6B-42,综合用工二类,,工日,0.758,1.09,,,1,,,,
6B-42,低压碳钢管,,m,9.41,9.36,*,,5,,,,
6B-42,碳钢电焊条结422φ3.2,,kg,0.375,1.889,,,2,,,,
6B-42,碳钢焊丝,,kg,0.08,0.14,,,2,,,,
6B-42,氧气,,m3,0.541,1.305,,,2,,,,
6B-42,乙炔气,,kg,0.18,0.453,,,2,,,,
6B-42,氩气,,m3,0.223,0.393,,,2,,,,
6B-42,铈钨棒,,g,0.446,0.787,,,2,,,,
6B-42,尼龙砂轮片φ100,,片,0.167,0.334,,,2,,,,
6B-42,电,,kW·h,0.236,0.612,,,2,,,,
6B-42,其他材料,,%,1,1,,,2,,,,
6B-42,电焊机综合,,台班,0.187,0.48,,,3,,,,
6B-42,氩弧焊机电流500A,,台班,0.117,0.206,,,3,,,,
6B-42,半自动切割机厚度100mm,,台班,0.056,0.118,,,3,,,,
6B-42,汽车式起重机提升质量8t,,台班,0.01,0.033,,,3,,,,
6B-42,吊装机综合,,台班,0.077,0.137,,,3,,,,
6B-42,载重汽车装载质量8t,,台班,0.01,0.033,,,3,,,,
6B-43,综合用工二类,,工日,0.237,0.237,,,1,,,,
6B-43,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-43,碳钢电焊条结422φ3.2,,kg,0.008,0.008,,,2,,,,
6B-43,碳钢焊丝,,kg,0.138,0.138,,,2,,,,
6B-43,氧气,,m3,0.001,0.001,,,2,,,,
6B-43,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-43,氩气,,m3,0.386,0.386,,,2,,,,
6B-43,铈钨棒,,g,0.772,0.772,,,2,,,,
6B-43,尼龙砂轮片φ100,,片,0.032,0.032,,,2,,,,
6B-43,尼龙砂轮片φ500,,片,0.076,0.076,,,2,,,,
6B-43,其他材料,,%,1,1,,,2,,,,
6B-43,电焊机综合,,台班,0.04,0.04,,,3,,,,
6B-43,氩弧焊机电流500A,,台班,0.25,0.25,,,3,,,,
6B-43,砂轮切割机砂轮直径500mm,,台班,0.007,0.007,,,3,,,,
6B-44,综合用工二类,,工日,0.237,0.315,,,1,,,,
6B-44,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-44,碳钢电焊条结422φ3.2,,kg,0.008,0.012,,,2,,,,
6B-44,碳钢焊丝,,kg,0.138,0.176,,,2,,,,
6B-44,氧气,,m3,0.001,0.001,,,2,,,,
6B-44,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-44,氩气,,m3,0.386,0.492,,,2,,,,
6B-44,铈钨棒,,g,0.772,0.984,,,2,,,,
6B-44,尼龙砂轮片φ100,,片,0.032,0.19,,,2,,,,
6B-44,尼龙砂轮片φ500,,片,0.076,0.1,,,2,,,,
6B-44,其他材料,,%,1,1,,,2,,,,
6B-44,电焊机综合,,台班,0.04,0.052,,,3,,,,
6B-44,氩弧焊机电流500A,,台班,0.25,0.32,,,3,,,,
6B-44,砂轮切割机砂轮直径500mm,,台班,0.007,0.015,,,3,,,,
6B-45,综合用工二类,,工日,0.237,0.527,,,1,,,,
6B-45,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-45,碳钢电焊条结422φ3.2,,kg,0.008,0.014,,,2,,,,
6B-45,碳钢焊丝,,kg,0.138,0.282,,,2,,,,
6B-45,氧气,,m3,0.001,0.001,,,2,,,,
6B-45,乙炔气,,kg,0.001,0.001,,,2,,,,
6B-45,氩气,,m3,0.386,0.79,,,2,,,,
6B-45,铈钨棒,,g,0.772,1.58,,,2,,,,
6B-45,尼龙砂轮片φ100,,片,0.032,0.33,,,2,,,,
6B-45,尼龙砂轮片φ500,,片,0.076,0.124,,,2,,,,
6B-45,其他材料,,%,1,1,,,2,,,,
6B-45,电焊机综合,,台班,0.04,0.066,,,3,,,,
6B-45,氩弧焊机电流500A,,台班,0.25,0.414,,,3,,,,
6B-45,砂轮切割机砂轮直径500mm,,台班,0.007,0.033,,,3,,,,
6B-46,综合用工二类,,工日,0.237,0.627,,,1,,,,
6B-46,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-46,碳钢电焊条结422φ3.2,,kg,0.008,0.018,,,2,,,,
6B-46,碳钢焊丝,,kg,0.138,0.35,,,2,,,,
6B-46,氧气,,m3,0.001,0.074,,,2,,,,
6B-46,乙炔气,,kg,0.001,0.024,,,2,,,,
6B-46,氩气,,m3,0.386,0.98,,,2,,,,
6B-46,铈钨棒,,g,0.772,1.96,,,2,,,,
6B-46,尼龙砂轮片φ100,,片,0.032,0.409,,,2,,,,
6B-46,尼龙砂轮片φ500,,片,0.076,0.156,,,2,,,,
6B-46,其他材料,,%,1,1,,,2,,,,
6B-46,电焊机综合,,台班,0.04,0.078,,,3,,,,
6B-46,氩弧焊机电流500A,,台班,0.25,0.514,,,3,,,,
6B-46,砂轮切割机砂轮直径500mm,,台班,0.007,0.051,,,3,,,,
6B-47,综合用工二类,,工日,0.237,0.753,,,1,,,,
6B-47,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-47,碳钢电焊条结422φ3.2,,kg,0.008,0.024,,,2,,,,
6B-47,碳钢焊丝,,kg,0.138,0.4,,,2,,,,
6B-47,氧气,,m3,0.001,0.08,,,2,,,,
6B-47,乙炔气,,kg,0.001,0.026,,,2,,,,
6B-47,氩气,,m3,0.386,1.12,,,2,,,,
6B-47,铈钨棒,,g,0.772,2.24,,,2,,,,
6B-47,尼龙砂轮片φ100,,片,0.032,0.469,,,2,,,,
6B-47,尼龙砂轮片φ500,,片,0.076,0.182,,,2,,,,
6B-47,其他材料,,%,1,1,,,2,,,,
6B-47,电焊机综合,,台班,0.04,0.098,,,3,,,,
6B-47,氩弧焊机电流500A,,台班,0.25,0.588,,,3,,,,
6B-47,砂轮切割机砂轮直径500mm,,台班,0.007,0.055,,,3,,,,
6B-48,综合用工二类,,工日,0.927,0.927,,,1,,,,
6B-48,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-48,碳钢电焊条结422φ3.2,,kg,0.03,0.03,,,2,,,,
6B-48,碳钢焊丝,,kg,0.424,0.424,,,2,,,,
6B-48,氧气,,m3,0.092,0.092,,,2,,,,
6B-48,乙炔气,,kg,0.03,0.03,,,2,,,,
6B-48,氩气,,m3,1.2,1.2,,,2,,,,
6B-48,铈钨棒,,g,2.404,2.404,,,2,,,,
6B-48,尼龙砂轮片φ100,,片,0.673,0.673,,,2,,,,
6B-48,尼龙砂轮片φ500,,片,0.26,0.26,,,2,,,,
6B-48,其他材料,,%,1,1,,,2,,,,
6B-48,电焊机综合,,台班,0.112,0.112,,,3,,,,
6B-48,氩弧焊机电流500A,,台班,0.602,0.602,,,3,,,,
6B-48,砂轮切割机砂轮直径500mm,,台班,0.067,0.067,,,3,,,,
6B-49,综合用工二类,,工日,0.927,1,,,1,,,,
6B-49,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-49,碳钢电焊条结422φ3.2,,kg,0.03,1.032,,,2,,,,
6B-49,碳钢焊丝,,kg,0.424,0.438,,,2,,,,
6B-49,氧气,,m3,0.092,1.434,,,2,,,,
6B-49,乙炔气,,kg,0.03,0.478,,,2,,,,
6B-49,氩气,,m3,1.2,1.226,,,2,,,,
6B-49,铈钨棒,,g,2.404,2.452,,,2,,,,
6B-49,尼龙砂轮片φ100,,片,0.673,1.05,,,2,,,,
6B-49,尼龙砂轮片φ500,,片,0.26,0.38,,,2,,,,
6B-49,电,,kW·h,0,0.806,,,2,,,,
6B-49,其他材料,,%,1,1,,,2,,,,
6B-49,电焊机综合,,台班,0.112,0.702,,,3,,,,
6B-49,氩弧焊机电流500A,,台班,0.602,0.644,,,3,,,,
6B-49,砂轮切割机砂轮直径500mm,,台班,0.067,0.085,,,3,,,,
6B-50,综合用工二类,,工日,0.927,1.132,,,1,,,,
6B-50,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-50,碳钢电焊条结422φ3.2,,kg,0.03,1.23,,,2,,,,
6B-50,碳钢焊丝,,kg,0.424,0.518,,,2,,,,
6B-50,氧气,,m3,0.092,1.628,,,2,,,,
6B-50,乙炔气,,kg,0.03,0.544,,,2,,,,
6B-50,氩气,,m3,1.2,1.45,,,2,,,,
6B-50,铈钨棒,,g,2.404,2.9,,,2,,,,
6B-50,尼龙砂轮片φ100,,片,0.673,1.235,,,2,,,,
6B-50,尼龙砂轮片φ500,,片,0.26,0.45,,,2,,,,
6B-50,电,,kW·h,0,0.945,,,2,,,,
6B-50,其他材料,,%,1,1,,,2,,,,
6B-50,电焊机综合,,台班,0.112,0.814,,,3,,,,
6B-50,氩弧焊机电流500A,,台班,0.602,0.762,,,3,,,,
6B-50,砂轮切割机砂轮直径500mm,,台班,0.067,0.1,,,3,,,,
6B-51,综合用工二类,,工日,0.927,1.2,,,1,,,,
6B-51,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-51,碳钢电焊条结422φ3.2,,kg,0.03,2.912,,,2,,,,
6B-51,碳钢焊丝,,kg,0.424,0.66,,,2,,,,
6B-51,氧气,,m3,0.092,2.416,,,2,,,,
6B-51,乙炔气,,kg,0.03,0.806,,,2,,,,
6B-51,氩气,,m3,1.2,1.848,,,2,,,,
6B-51,铈钨棒,,g,2.404,3.696,,,2,,,,
6B-51,尼龙砂轮片φ100,,片,0.673,1.731,,,2,,,,
6B-51,尼龙砂轮片φ500,,片,0.26,0.665,,,2,,,,
6B-51,电,,kW·h,0,1.946,,,2,,,,
6B-51,其他材料,,%,1,1,,,2,,,,
6B-51,电焊机综合,,台班,0.112,1.556,,,3,,,,
6B-51,氩弧焊机电流500A,,台班,0.602,0.97,,,3,,,,
6B-51,砂轮切割机砂轮直径500mm,,台班,0.067,0.159,,,3,,,,
6B-52,综合用工二类,,工日,0.927,1.315,,,1,,,,
6B-52,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-52,碳钢电焊条结422φ3.2,,kg,0.03,3.098,,,2,,,,
6B-52,碳钢焊丝,,kg,0.424,0.784,,,2,,,,
6B-52,氧气,,m3,0.092,2.456,,,2,,,,
6B-52,乙炔气,,kg,0.03,0.818,,,2,,,,
6B-52,氩气,,m3,1.2,2.196,,,2,,,,
6B-52,铈钨棒,,g,2.404,4.392,,,2,,,,
6B-52,尼龙砂轮片φ100,,片,0.673,1.781,,,2,,,,
6B-52,尼龙砂轮片φ500,,片,0.26,0.705,,,2,,,,
6B-52,电,,kW·h,0,1.946,,,2,,,,
6B-52,其他材料,,%,1,1,,,2,,,,
6B-52,电焊机综合,,台班,0.112,1.59,,,3,,,,
6B-52,氩弧焊机电流500A,,台班,0.602,1.154,,,3,,,,
6B-52,砂轮切割机砂轮直径500mm,,台班,0.067,0.167,,,3,,,,
6B-53,综合用工二类,,工日,1.585,1.585,,,1,,,,
6B-53,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-53,碳钢电焊条结422φ3.2,,kg,4.656,4.656,,,2,,,,
6B-53,碳钢焊丝,,kg,0.938,0.938,,,2,,,,
6B-53,氧气,,m3,4.358,4.358,,,2,,,,
6B-53,乙炔气,,kg,1.451,1.451,,,2,,,,
6B-53,氩气,,m3,2.626,2.626,,,2,,,,
6B-53,铈钨棒,,g,5.252,5.252,,,2,,,,
6B-53,尼龙砂轮片φ100,,片,2.437,2.437,,,2,,,,
6B-53,电,,kW·h,2.724,2.724,,,2,,,,
6B-53,其他材料,,%,1,1,,,2,,,,
6B-53,电焊机综合,,台班,2.254,2.254,,,3,,,,
6B-53,氩弧焊机电流500A,,台班,1.38,1.38,,,3,,,,
6B-53,半自动切割机厚度100mm,,台班,0.432,0.432,,,3,,,,
6B-54,综合用工二类,,工日,1.585,1.832,,,1,,,,
6B-54,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-54,碳钢电焊条结422φ3.2,,kg,4.656,8.116,,,2,,,,
6B-54,碳钢焊丝,,kg,0.938,1.296,,,2,,,,
6B-54,氧气,,m3,4.358,6.389,,,2,,,,
6B-54,乙炔气,,kg,1.451,2.131,,,2,,,,
6B-54,氩气,,m3,2.626,3.628,,,2,,,,
6B-54,铈钨棒,,g,5.252,7.256,,,2,,,,
6B-54,尼龙砂轮片φ100,,片,2.437,4.137,,,2,,,,
6B-54,电,,kW·h,2.724,4.17,,,2,,,,
6B-54,其他材料,,%,1,1,,,2,,,,
6B-54,电焊机综合,,台班,2.254,3.354,,,3,,,,
6B-54,氩弧焊机电流500A,,台班,1.38,1.906,,,3,,,,
6B-54,半自动切割机厚度100mm,,台班,0.432,0.604,,,3,,,,
6B-54,汽车式起重机提升质量8t,,台班,0,0.01,,,3,,,,
6B-54,载重汽车装载质量8t,,台班,0,0.01,,,3,,,,
6B-55,综合用工二类,,工日,1.585,2.505,,,1,,,,
6B-55,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-55,碳钢电焊条结422φ3.2,,kg,4.656,17.7,,,2,,,,
6B-55,碳钢焊丝,,kg,0.938,1.604,,,2,,,,
6B-55,氧气,,m3,4.358,9.513,,,2,,,,
6B-55,乙炔气,,kg,1.451,3.172,,,2,,,,
6B-55,氩气,,m3,2.626,4.492,,,2,,,,
6B-55,铈钨棒,,g,5.252,8.984,,,2,,,,
6B-55,尼龙砂轮片φ100,,片,2.437,4.302,,,2,,,,
6B-55,电,,kW·h,2.724,6.616,,,2,,,,
6B-55,其他材料,,%,1,1,,,2,,,,
6B-55,电焊机综合,,台班,2.254,5.224,,,3,,,,
6B-55,氩弧焊机电流500A,,台班,1.38,2.358,,,3,,,,
6B-55,半自动切割机厚度100mm,,台班,0.432,0.864,,,3,,,,
6B-55,汽车式起重机提升质量8t,,台班,0,0.018,,,3,,,,
6B-55,载重汽车装载质量8t,,台班,0,0.018,,,3,,,,
6B-56,综合用工二类,,工日,1.585,2.658,,,1,,,,
6B-56,低压碳钢对焊管件,,个,10,10,*,,5,,,,
6B-56,碳钢电焊条结422φ3.2,,kg,4.656,21.114,,,2,,,,
6B-56,碳钢焊丝,,kg,0.938,1.926,,,2,,,,
6B-56,氧气,,m3,4.358,10.745,,,2,,,,
6B-56,乙炔气,,kg,1.451,3.583,,,2,,,,
6B-56,氩气,,m3,2.626,5.392,,,2,,,,
6B-56,铈钨棒,,g,5.252,10.784,,,2,,,,
6B-56,尼龙砂轮片φ100,,片,2.437,5.144,,,2,,,,
6B-56,电,,kW·h,2.724,7.895,,,2,,,,
6B-56,其他材料,,%,1,1,,,2,,,,
6B-56,电焊机综合,,台班,2.254,6.262,,,3,,,,
6B-56,氩弧焊机电流500A,,台班,1.38,2.832,,,3,,,,
6B-56,半自动切割机厚度100mm,,台班,0.432,0.948,,,3,,,,
6B-56,汽车式起重机提升质量8t,,台班,0,0.026,,,3,,,,
6B-56,载重汽车装载质量8t,,台班,0,0.026,,,3,,,,
6B-57,综合用工二类,,工日,0.122,0.122,,,1,,,,
6B-57,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-57,碳钢焊丝,,kg,0.035,0.035,,,2,,,,
6B-57,氧气,,m3,0.007,0.007,,,2,,,,
6B-57,乙炔气,,kg,0.002,0.002,,,2,,,,
6B-57,氩气,,m3,0.098,0.098,,,2,,,,
6B-57,铈钨棒,,g,0.196,0.196,,,2,,,,
6B-57,尼龙砂轮片φ100,,片,0.059,0.059,,,2,,,,
6B-57,尼龙砂轮片φ500,,片,0.016,0.016,,,2,,,,
6B-57,石棉橡胶板低中压0.8~6,,kg,0.034,0.034,,,2,,,,
6B-57,其他材料,,%,1,1,,,2,,,,
6B-57,氩弧焊机电流500A,,台班,0.051,0.051,,,3,,,,
6B-57,砂轮切割机砂轮直径500mm,,台班,0.005,0.005,,,3,,,,
6B-58,综合用工二类,,工日,0.122,0.137,,,1,,,,
6B-58,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-58,碳钢焊丝,,kg,0.035,0.04,,,2,,,,
6B-58,氧气,,m3,0.007,0.008,,,2,,,,
6B-58,乙炔气,,kg,0.002,0.003,,,2,,,,
6B-58,氩气,,m3,0.098,0.112,,,2,,,,
6B-58,铈钨棒,,g,0.196,0.224,,,2,,,,
6B-58,尼龙砂轮片φ100,,片,0.059,0.069,,,2,,,,
6B-58,尼龙砂轮片φ500,,片,0.016,0.018,,,2,,,,
6B-58,石棉橡胶板低中压0.8~6,,kg,0.034,0.051,,,2,,,,
6B-58,其他材料,,%,1,1,,,2,,,,
6B-58,氩弧焊机电流500A,,台班,0.051,0.059,,,3,,,,
6B-58,砂轮切割机砂轮直径500mm,,台班,0.005,0.006,,,3,,,,
6B-59,综合用工二类,,工日,0.122,0.132,,,1,,,,
6B-59,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-59,碳钢焊丝,,kg,0.035,0.042,,,2,,,,
6B-59,氧气,,m3,0.007,0.009,,,2,,,,
6B-59,乙炔气,,kg,0.002,0.003,,,2,,,,
6B-59,氩气,,m3,0.098,0.119,,,2,,,,
6B-59,铈钨棒,,g,0.196,0.234,,,2,,,,
6B-59,尼龙砂轮片φ100,,片,0.059,0.094,,,2,,,,
6B-59,尼龙砂轮片φ500,,片,0.016,0.026,,,2,,,,
6B-59,石棉橡胶板低中压0.8~6,,kg,0.034,0.06,,,2,,,,
6B-59,碳钢电焊条结422φ3.2,,kg,0,0.076,,,2,,,,
6B-59,电,,kW.h,0,0.056,,,2,,,,
6B-59,其他材料,,%,1,1,,,2,,,,
6B-59,氩弧焊机电流500A,,台班,0.051,0.061,,,3,,,,
6B-59,砂轮切割机砂轮直径500mm,,台班,0.005,0.007,,,3,,,,
6B-59,电焊机综合,,台班,0,0.052,,,3,,,,
6B-60,综合用工二类,,工日,0.122,0.153,,,1,,,,
6B-60,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-60,碳钢焊丝,,kg,0.035,0.044,,,2,,,,
6B-60,氧气,,m3,0.007,0.143,,,2,,,,
6B-60,乙炔气,,kg,0.002,0.047,,,2,,,,
6B-60,氩气,,m3,0.098,0.123,,,2,,,,
6B-60,铈钨棒,,g,0.196,0.245,,,2,,,,
6B-60,尼龙砂轮片φ100,,片,0.059,0.166,,,2,,,,
6B-60,尼龙砂轮片φ500,,片,0.016,0.038,,,2,,,,
6B-60,石棉橡胶板低中压0.8~6,,kg,0.034,0.077,,,2,,,,
6B-60,碳钢电焊条结422φ3.2,,kg,0,0.107,,,2,,,,
6B-60,电,,kW.h,0,0.083,,,2,,,,
6B-60,其他材料,,%,1,1,,,2,,,,
6B-60,氩弧焊机电流500A,,台班,0.051,0.064,,,3,,,,
6B-60,砂轮切割机砂轮直径500mm,,台班,0.005,0.009,,,3,,,,
6B-60,电焊机综合,,台班,0,0.071,,,3,,,,
6B-61,综合用工二类,,工日,0.122,0.158,,,1,,,,
6B-61,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-61,碳钢焊丝,,kg,0.035,0.052,,,2,,,,
6B-61,氧气,,m3,0.007,0.163,,,2,,,,
6B-61,乙炔气,,kg,0.002,0.055,,,2,,,,
6B-61,氩气,,m3,0.098,0.145,,,2,,,,
6B-61,铈钨棒,,g,0.196,0.29,,,2,,,,
6B-61,尼龙砂轮片φ100,,片,0.059,0.197,,,2,,,,
6B-61,尼龙砂轮片φ500,,片,0.016,0.045,,,2,,,,
6B-61,石棉橡胶板低中压0.8~6,,kg,0.034,0.111,,,2,,,,
6B-61,碳钢电焊条结422φ3.2,,kg,0,0.131,,,2,,,,
6B-61,电,,kW.h,0,0.097,,,2,,,,
6B-61,其他材料,,%,1,1,,,2,,,,
6B-61,氩弧焊机电流500A,,台班,0.051,0.076,,,3,,,,
6B-61,砂轮切割机砂轮直径500mm,,台班,0.005,0.01,,,3,,,,
6B-61,电焊机综合,,台班,0,0.081,,,3,,,,
6B-62,综合用工二类,,工日,0.122,0.19,,,1,,,,
6B-62,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-62,碳钢焊丝,,kg,0.035,0.059,,,2,,,,
6B-62,氧气,,m3,0.007,0.242,,,2,,,,
6B-62,乙炔气,,kg,0.002,0.08,,,2,,,,
6B-62,氩气,,m3,0.098,0.166,,,2,,,,
6B-62,铈钨棒,,g,0.196,0.333,,,2,,,,
6B-62,尼龙砂轮片φ100,,片,0.059,0.229,,,2,,,,
6B-62,尼龙砂轮片φ500,,片,0.016,0.06,,,2,,,,
6B-62,石棉橡胶板低中压0.8~6,,kg,0.034,0.145,,,2,,,,
6B-62,碳钢电焊条结422φ3.2,,kg,0,0.291,,,2,,,,
6B-62,电,,kW.h,0,0.181,,,2,,,,
6B-62,其他材料,,%,1,1,,,2,,,,
6B-62,氩弧焊机电流500A,,台班,0.051,0.087,,,3,,,,
6B-62,砂轮切割机砂轮直径500mm,,台班,0.005,0.014,,,3,,,,
6B-62,电焊机综合,,台班,0,0.141,,,3,,,,
6B-63,综合用工二类,,工日,0.227,0.227,,,1,,,,
6B-63,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-63,碳钢电焊条结422φ3.2,,kg,0.328,0.328,,,2,,,,
6B-63,碳钢焊丝,,kg,0.078,0.078,,,2,,,,
6B-63,氧气,,m3,0.246,0.246,,,2,,,,
6B-63,乙炔气,,kg,0.082,0.082,,,2,,,,
6B-63,氩气,,m3,0.22,0.22,,,2,,,,
6B-63,铈钨棒,,g,0.439,0.439,,,2,,,,
6B-63,尼龙砂轮片φ100,,片,0.231,0.231,,,2,,,,
6B-63,尼龙砂轮片φ500,,片,0.071,0.071,,,2,,,,
6B-63,石棉橡胶板低中压0.8~6,,kg,0.196,0.196,,,2,,,,
6B-63,电,,kW·h,0.195,0.195,,,2,,,,
6B-63,其他材料,,%,1,1,,,2,,,,
6B-63,电焊机综合,,台班,0.159,0.159,,,3,,,,
6B-63,氩弧焊机电流500A,,台班,0.115,0.115,,,3,,,,
6B-63,砂轮切割机砂轮直径500mm,,台班,0.017,0.017,,,3,,,,
6B-64,综合用工二类,,工日,0.227,0.232,,,1,,,,
6B-64,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-64,碳钢电焊条结422φ3.2,,kg,0.328,0.465,,,2,,,,
6B-64,碳钢焊丝,,kg,0.078,0.094,,,2,,,,
6B-64,氧气,,m3,0.246,0.42,,,2,,,,
6B-64,乙炔气,,kg,0.082,0.14,,,2,,,,
6B-64,氩气,,m3,0.22,0.263,,,2,,,,
6B-64,铈钨棒,,g,0.439,0.525,,,2,,,,
6B-64,尼龙砂轮片φ100,,片,0.231,0.326,,,2,,,,
6B-64,石棉橡胶板低中压0.8~6,,kg,0.196,0.238,,,2,,,,
6B-64,电,,kW·h,0.195,0.278,,,2,,,,
6B-64,其他材料,,%,1,1,,,2,,,,
6B-64,电焊机综合,,台班,0.159,0.22,,,3,,,,
6B-64,氩弧焊机电流500A,,台班,0.115,0.138,,,3,,,,
6B-64,半自动切割机厚度100mm,,台班,0,0.043,,,3,,,,
6B-65,综合用工二类,,工日,0.227,0.305,,,1,,,,
6B-65,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-65,碳钢电焊条结422φ3.2,,kg,0.328,0.893,,,2,,,,
6B-65,碳钢焊丝,,kg,0.078,0.13,,,2,,,,
6B-65,氧气,,m3,0.246,0.639,,,2,,,,
6B-65,乙炔气,,kg,0.082,0.213,,,2,,,,
6B-65,氩气,,m3,0.22,0.363,,,2,,,,
6B-65,铈钨棒,,g,0.439,0.726,,,2,,,,
6B-65,尼龙砂轮片φ100,,片,0.231,0.586,,,2,,,,
6B-65,石棉橡胶板低中压0.8~6,,kg,0.196,0.281,,,2,,,,
6B-65,电,,kW·h,0.195,0.417,,,2,,,,
6B-65,其他材料,,%,1,1,,,2,,,,
6B-65,电焊机综合,,台班,0.159,0.336,,,3,,,,
6B-65,氩弧焊机电流500A,,台班,0.115,0.191,,,3,,,,
6B-65,半自动切割机厚度100mm,,台班,0,0.061,,,3,,,,
6B-65,汽车式起重机提升质量8t,,台班,0,0.002,,,3,,,,
6B-65,载重汽车装载质量8t,,台班,0,0.002,,,3,,,,
6B-66,综合用工二类,,工日,0.227,0.253,,,1,,,,
6B-66,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-66,碳钢电焊条结422φ3.2,,kg,0.328,1.814,,,2,,,,
6B-66,碳钢焊丝,,kg,0.078,0.16,,,2,,,,
6B-66,氧气,,m3,0.246,0.889,,,2,,,,
6B-66,乙炔气,,kg,0.082,0.296,,,2,,,,
6B-66,氩气,,m3,0.22,0.449,,,2,,,,
6B-66,铈钨棒,,g,0.439,0.898,,,2,,,,
6B-66,尼龙砂轮片φ100,,片,0.231,1.059,,,2,,,,
6B-66,石棉橡胶板低中压0.8~6,,kg,0.196,0.315,,,2,,,,
6B-66,电,,kW·h,0.195,0.667,,,2,,,,
6B-66,其他材料,,%,1,1,,,2,,,,
6B-66,电焊机综合,,台班,0.159,0.476,,,3,,,,
6B-66,氩弧焊机电流500A,,台班,0.115,0.236,,,3,,,,
6B-66,半自动切割机厚度100mm,,台班,0,0.087,,,3,,,,
6B-66,汽车式起重机提升质量8t,,台班,0,0.002,,,3,,,,
6B-66,载重汽车装载质量8t,,台班,0,0.002,,,3,,,,
6B-67,综合用工二类,,工日,0.227,0.242,,,1,,,,
6B-67,低压碳钢对焊法兰,,片,2,2,*,,5,,,,
6B-67,碳钢电焊条结422φ3.2,,kg,0.328,2.161,,,2,,,,
6B-67,碳钢焊丝,,kg,0.078,0.193,,,2,,,,
6B-67,氧气,,m3,0.246,1.004,,,2,,,,
6B-67,乙炔气,,kg,0.082,0.335,,,2,,,,
6B-67,氩气,,m3,0.22,0.539,,,2,,,,
6B-67,铈钨棒,,g,0.439,1.078,,,2,,,,
6B-67,尼龙砂轮片φ100,,片,0.231,1.267,,,2,,,,
6B-67,石棉橡胶板低中压0.8~6,,kg,0.196,0.34,,,2,,,,
6B-67,电,,kW·h,0.195,0.792,,,2,,,,
6B-67,其他材料,,%,1,1,,,2,,,,
6B-67,电焊机综合,,台班,0.159,0.567,,,3,,,,
6B-67,氩弧焊机电流500A,,台班,0.115,0.283,,,3,,,,
6B-67,半自动切割机厚度100mm,,台班,0,0.095,,,3,,,,
6B-67,汽车式起重机提升质量8t,,台班,0,0.002,,,3,,,,
6B-67,载重汽车装载质量8t,,台班,0,0.002,,,3,,,,
7B-1,综合用工二类,,工日,2.042,2.042,,,1,,,,
7B-1,分(集)水器,,个,1,1,*,,5,,,,
7B-1,碳钢电焊条结422φ3.2,,kg,0.47,0.47,,,2,,,,
7B-1,尼龙砂轮片φ100,,片,0.19,0.19,,,2,,,,
7B-1,电,,kW·h,0.139,0.139,,,2,,,,
7B-1,其他材料,,%,1,1,,,2,,,,
7B-1,电焊机综合,,台班,0.06,0.06,,,3,,,,
7B-2,综合用工二类,,工日,2.042,2.585,,,1,,,,
7B-2,分(集)水器,,个,1,1,*,,5,,,,
